NAME,CODE,IS_GROUP,CHILDREN,HIERARCHY,LEVEL1,LEVEL2,LEVEL3,LEVEL4,LEVEL5,LEVEL6,LEVEL7,LEVEL8,LEVEL9,LEVEL10,LEVEL11,LEVEL12,LEVEL13,LEVEL14,LEVEL15,LEVEL16,LEVEL17,LEVEL18,LEVEL19,LEVEL20
Meat and bone meal (45%),MBM,false,,ALL#AGS#BULK_AGS#LIVESTOCK#COMP_FEED#FEED_INGREDIENTS#MBM,ALL,AGS,BULK_AGS,LIVESTOCK,COMP_FEED,FEED_INGREDIENTS,MBM,MBM,MBM,MBM,MBM,MBM,MBM,MBM,MBM,MBM,MBM,MBM,MBM,MBM
Rice Premium	,RICEPREMIUM,false,,ALL#AGS#BULK_AGS#GRAINS_BYPGRAINS#GRAINS#RICE_BYPRICE#RICE#RICE_GRADED#RICEPREMIUM,ALL,AGS,BULK_AGS,GRAINS_BYPGRAINS,GRAINS,RICE_BYPRICE,RICE,RICE_GRADED,RICEPREMIUM,RICEPREMIUM,RICEPREMIUM,RICEPREMIUM,RICEPREMIUM,RICEPREMIUM,RICEPREMIUM,RICEPREMIUM,RICEPREMIUM,RICEPREMIUM,RICEPREMIUM,RICEPREMIUM
Australian Hard Wheat 11.5% Protein,AH115,false,,ALL#AGS#BULK_AGS#GRAINS_BYPGRAINS#GRAINS#GRAINS_WHEAT_SPELT#WHT_BYPWHT#WHT#SWHT_BYPSWHT#SWHTALL#SWHT#SWHTAUS#AH#AH115,ALL,AGS,BULK_AGS,GRAINS_BYPGRAINS,GRAINS,GRAINS_WHEAT_SPELT,WHT_BYPWHT,WHT,SWHT_BYPSWHT,SWHTALL,SWHT,SWHTAUS,AH,AH115,AH115,AH115,AH115,AH115,AH115,AH115
Hydrocarbon Gas Liquids,HGL,false,,ALL#FUELS#FOSS_FUEL#HGL,ALL,FUELS,FOSS_FUEL,HGL,HGL,HGL,HGL,HGL,HGL,HGL,HGL,HGL,HGL,HGL,HGL,HGL,HGL,HGL,HGL,HGL
Cheese,CHEESE,false,,ALL#AGS#BULK_AGS#ANIM_LIVEST#APROD#DAIRY#CAC#CHEESE,ALL,AGS,BULK_AGS,ANIM_LIVEST,APROD,DAIRY,CAC,CHEESE,CHEESE,CHEESE,CHEESE,CHEESE,CHEESE,CHEESE,CHEESE,CHEESE,CHEESE,CHEESE,CHEESE,CHEESE
oat flour,OAT_FL,false,,ALL#AGS#BULK_AGS#GRAINS_BYPGRAINS#GRAINS#GRAINS_MIX_GRAINS_EXC_MASLIN#OAT_BYPOAT#BYPOAT#OAT_FL,ALL,AGS,BULK_AGS,GRAINS_BYPGRAINS,GRAINS,GRAINS_MIX_GRAINS_EXC_MASLIN,OAT_BYPOAT,BYPOAT,OAT_FL,OAT_FL,OAT_FL,OAT_FL,OAT_FL,OAT_FL,OAT_FL,OAT_FL,OAT_FL,OAT_FL,OAT_FL,OAT_FL
calves for feeding,CALVES_FEEDING,false,,ALL#AGS#BULK_AGS#LIVESTOCK#CALVES_FEEDING,ALL,AGS,BULK_AGS,LIVESTOCK,CALVES_FEEDING,CALVES_FEEDING,CALVES_FEEDING,CALVES_FEEDING,CALVES_FEEDING,CALVES_FEEDING,CALVES_FEEDING,CALVES_FEEDING,CALVES_FEEDING,CALVES_FEEDING,CALVES_FEEDING,CALVES_FEEDING,CALVES_FEEDING,CALVES_FEEDING,CALVES_FEEDING,CALVES_FEEDING
Conventional Gasoline Premium,CON_GAS_P,false,,ALL#FUELS#FOSS_FUEL#GASOLINE#CON_GAS_P,ALL,FUELS,FOSS_FUEL,GASOLINE,CON_GAS_P,CON_GAS_P,CON_GAS_P,CON_GAS_P,CON_GAS_P,CON_GAS_P,CON_GAS_P,CON_GAS_P,CON_GAS_P,CON_GAS_P,CON_GAS_P,CON_GAS_P,CON_GAS_P,CON_GAS_P,CON_GAS_P,CON_GAS_P
Bovine Animals,BOVINE,false,,ALL#AGS#BULK_AGS#LIVESTOCK#BOVINE,ALL,AGS,BULK_AGS,LIVESTOCK,BOVINE,BOVINE,BOVINE,BOVINE,BOVINE,BOVINE,BOVINE,BOVINE,BOVINE,BOVINE,BOVINE,BOVINE,BOVINE,BOVINE,BOVINE,BOVINE
Canola Oil,CANOLA_OIL,false,,ALL#AGS#LIQUID_AGS#VEGOILS#CANOLA_OIL,ALL,AGS,LIQUID_AGS,VEGOILS,CANOLA_OIL,CANOLA_OIL,CANOLA_OIL,CANOLA_OIL,CANOLA_OIL,CANOLA_OIL,CANOLA_OIL,CANOLA_OIL,CANOLA_OIL,CANOLA_OIL,CANOLA_OIL,CANOLA_OIL,CANOLA_OIL,CANOLA_OIL,CANOLA_OIL,CANOLA_OIL
20 to 49 animals,20-49-ANIMALS,false,,20-49-ANIMALS,20-49-ANIMALS,20-49-ANIMALS,20-49-ANIMALS,20-49-ANIMALS,20-49-ANIMALS,20-49-ANIMALS,20-49-ANIMALS,20-49-ANIMALS,20-49-ANIMALS,20-49-ANIMALS,20-49-ANIMALS,20-49-ANIMALS,20-49-ANIMALS,20-49-ANIMALS,20-49-ANIMALS,20-49-ANIMALS,20-49-ANIMALS,20-49-ANIMALS,20-49-ANIMALS,20-49-ANIMALS
Hard Red Winter Ordinary,HRWOrd,false,,ALL#AGS#BULK_AGS#GRAINS_BYPGRAINS#GRAINS#GRAINS_WHEAT_SPELT#WHT_BYPWHT#WHT#SWHT_BYPSWHT#SWHTALL#SWHT#SWHTUSA#HRW#HRWOrd,ALL,AGS,BULK_AGS,GRAINS_BYPGRAINS,GRAINS,GRAINS_WHEAT_SPELT,WHT_BYPWHT,WHT,SWHT_BYPSWHT,SWHTALL,SWHT,SWHTUSA,HRW,HRWOrd,HRWOrd,HRWOrd,HRWOrd,HRWOrd,HRWOrd,HRWOrd
Corn cobs (no kernel),WCORNCOB,false,,ALL#OTHERS#WASTE#WCORNCOB,ALL,OTHERS,WASTE,WCORNCOB,WCORNCOB,WCORNCOB,WCORNCOB,WCORNCOB,WCORNCOB,WCORNCOB,WCORNCOB,WCORNCOB,WCORNCOB,WCORNCOB,WCORNCOB,WCORNCOB,WCORNCOB,WCORNCOB,WCORNCOB,WCORNCOB
Fuels + Electricity,FUELS-ELEC,false,,ALL#FUELS#FUELS-ELEC,ALL,FUELS,FUELS-ELEC,FUELS-ELEC,FUELS-ELEC,FUELS-ELEC,FUELS-ELEC,FUELS-ELEC,FUELS-ELEC,FUELS-ELEC,FUELS-ELEC,FUELS-ELEC,FUELS-ELEC,FUELS-ELEC,FUELS-ELEC,FUELS-ELEC,FUELS-ELEC,FUELS-ELEC,FUELS-ELEC,FUELS-ELEC
White Strip Chicken,CHN_White_Strip_Chicken,false,,ALL#AGS#BULK_AGS#LIVESTOCK#LANI#LCHK#CHICK#CHN_White_Strip_Chicken,ALL,AGS,BULK_AGS,LIVESTOCK,LANI,LCHK,CHICK,CHN_White_Strip_Chicken,CHN_White_Strip_Chicken,CHN_White_Strip_Chicken,CHN_White_Strip_Chicken,CHN_White_Strip_Chicken,CHN_White_Strip_Chicken,CHN_White_Strip_Chicken,CHN_White_Strip_Chicken,CHN_White_Strip_Chicken,CHN_White_Strip_Chicken,CHN_White_Strip_Chicken,CHN_White_Strip_Chicken,CHN_White_Strip_Chicken
Dry Beans 3rd Crop,3RD_DB,false,,ALL#AGS#BULK_AGS#PULSE_PROT_PROD_GRAINS#PULSES#DB#3RD_DB,ALL,AGS,BULK_AGS,PULSE_PROT_PROD_GRAINS,PULSES,DB,3RD_DB,3RD_DB,3RD_DB,3RD_DB,3RD_DB,3RD_DB,3RD_DB,3RD_DB,3RD_DB,3RD_DB,3RD_DB,3RD_DB,3RD_DB,3RD_DB
Non-irrigated Corn Grain,CRN_GRAIN_NON_IRRIGATED,false,,ALL#AGS#BULK_AGS#GRAINS_BYPGRAINS#GRAINS#FEEDGRAINS#CRN_BYPCRN#CRN#CRN_GRAINS_SEEDS#CRN_GRAIN#CRN_GRAIN_NON_IRRIGATED,ALL,AGS,BULK_AGS,GRAINS_BYPGRAINS,GRAINS,FEEDGRAINS,CRN_BYPCRN,CRN,CRN_GRAINS_SEEDS,CRN_GRAIN,CRN_GRAIN_NON_IRRIGATED,CRN_GRAIN_NON_IRRIGATED,CRN_GRAIN_NON_IRRIGATED,CRN_GRAIN_NON_IRRIGATED,CRN_GRAIN_NON_IRRIGATED,CRN_GRAIN_NON_IRRIGATED,CRN_GRAIN_NON_IRRIGATED,CRN_GRAIN_NON_IRRIGATED,CRN_GRAIN_NON_IRRIGATED,CRN_GRAIN_NON_IRRIGATED
Ammonium Nitrate,AMMONITRATE,false,,ALL#AGS#FERT#NITROGEN#FERTNITRO#NITRATE#AMMONITRATE,ALL,AGS,FERT,NITROGEN,FERTNITRO,NITRATE,AMMONITRATE,AMMONITRATE,AMMONITRATE,AMMONITRATE,AMMONITRATE,AMMONITRATE,AMMONITRATE,AMMONITRATE,AMMONITRATE,AMMONITRATE,AMMONITRATE,AMMONITRATE,AMMONITRATE,AMMONITRATE
Eggs from deep litters,EGG_DEEP_LITTER,false,,ALL#AGS#BULK_AGS#ANIM_LIVEST#APROD#EGG#EGG_DEEP_LITTER,ALL,AGS,BULK_AGS,ANIM_LIVEST,APROD,EGG,EGG_DEEP_LITTER,EGG_DEEP_LITTER,EGG_DEEP_LITTER,EGG_DEEP_LITTER,EGG_DEEP_LITTER,EGG_DEEP_LITTER,EGG_DEEP_LITTER,EGG_DEEP_LITTER,EGG_DEEP_LITTER,EGG_DEEP_LITTER,EGG_DEEP_LITTER,EGG_DEEP_LITTER,EGG_DEEP_LITTER,EGG_DEEP_LITTER
Fiber Flax,FIBER_FLAX,false,,ALL#BULK#FIBER#FIBER_FLAX,ALL,BULK,FIBER,FIBER_FLAX,FIBER_FLAX,FIBER_FLAX,FIBER_FLAX,FIBER_FLAX,FIBER_FLAX,FIBER_FLAX,FIBER_FLAX,FIBER_FLAX,FIBER_FLAX,FIBER_FLAX,FIBER_FLAX,FIBER_FLAX,FIBER_FLAX,FIBER_FLAX,FIBER_FLAX,FIBER_FLAX
Cotton Apparel Not Knitted7,CTAN7,false,,ALL#BULK#FIBER#CTA#CTAN#CTAN7,ALL,BULK,FIBER,CTA,CTAN,CTAN7,CTAN7,CTAN7,CTAN7,CTAN7,CTAN7,CTAN7,CTAN7,CTAN7,CTAN7,CTAN7,CTAN7,CTAN7,CTAN7,CTAN7
CALIUM_CYNAMIDE,FR_CC,false,,ALL#AGS#FERT#FERTOTHER#CALCIUMFERTS#FR_CC,ALL,AGS,FERT,FERTOTHER,CALCIUMFERTS,FR_CC,FR_CC,FR_CC,FR_CC,FR_CC,FR_CC,FR_CC,FR_CC,FR_CC,FR_CC,FR_CC,FR_CC,FR_CC,FR_CC,FR_CC
Buildings,BUILDING,false,,BUILDING,BUILDING,BUILDING,BUILDING,BUILDING,BUILDING,BUILDING,BUILDING,BUILDING,BUILDING,BUILDING,BUILDING,BUILDING,BUILDING,BUILDING,BUILDING,BUILDING,BUILDING,BUILDING,BUILDING,BUILDING
Squid (> 25 cm/fish),SQUID_25,false,,ALL#AGS#BULK_AGS#ANIM_LIVEST#APROD#FISH#FFISH#FFISH6#SQUID#SQUID_25,ALL,AGS,BULK_AGS,ANIM_LIVEST,APROD,FISH,FFISH,FFISH6,SQUID,SQUID_25,SQUID_25,SQUID_25,SQUID_25,SQUID_25,SQUID_25,SQUID_25,SQUID_25,SQUID_25,SQUID_25,SQUID_25
Rye by products,BYPRYE,false,,ALL#AGS#BULK_AGS#GRAINS_BYPGRAINS#GRAINS#RYE_BYPRYE#BYPRYE,ALL,AGS,BULK_AGS,GRAINS_BYPGRAINS,GRAINS,RYE_BYPRYE,BYPRYE,BYPRYE,BYPRYE,BYPRYE,BYPRYE,BYPRYE,BYPRYE,BYPRYE,BYPRYE,BYPRYE,BYPRYE,BYPRYE,BYPRYE,BYPRYE
Turpentine,TURP,false,,ALL#CHEMS#TURP,ALL,CHEMS,TURP,TURP,TURP,TURP,TURP,TURP,TURP,TURP,TURP,TURP,TURP,TURP,TURP,TURP,TURP,TURP,TURP,TURP
Organic Feed Barley,OFBLY,false,,ALL#AGS#BULK_AGS#GRAINS_BYPGRAINS#GRAINS#BLY_BYPBLY#BLY#FBLY#OFBLY,ALL,AGS,BULK_AGS,GRAINS_BYPGRAINS,GRAINS,BLY_BYPBLY,BLY,FBLY,OFBLY,OFBLY,OFBLY,OFBLY,OFBLY,OFBLY,OFBLY,OFBLY,OFBLY,OFBLY,OFBLY,OFBLY
Young Lamb,LAMB_YOUNG,false,,ALL#AGS#BULK_AGS#LIVESTOCK#LAMBS-LV#LAMB_YOUNG,ALL,AGS,BULK_AGS,LIVESTOCK,LAMBS-LV,LAMB_YOUNG,LAMB_YOUNG,LAMB_YOUNG,LAMB_YOUNG,LAMB_YOUNG,LAMB_YOUNG,LAMB_YOUNG,LAMB_YOUNG,LAMB_YOUNG,LAMB_YOUNG,LAMB_YOUNG,LAMB_YOUNG,LAMB_YOUNG,LAMB_YOUNG,LAMB_YOUNG
Frog (500 fishes/Kg),FROG,false,,ALL#AGS#BULK_AGS#ANIM_LIVEST#APROD#FISH#FFISH#FROG,ALL,AGS,BULK_AGS,ANIM_LIVEST,APROD,FISH,FFISH,FROG,FROG,FROG,FROG,FROG,FROG,FROG,FROG,FROG,FROG,FROG,FROG,FROG
Soft Wheat 12% Protein,SWHT120,false,,ALL#AGS#BULK_AGS#GRAINS_BYPGRAINS#GRAINS#GRAINS_WHEAT_SPELT#WHT_BYPWHT#WHT#SWHT_BYPSWHT#SWHTALL#SWHT#SWHT_PROT#SWHT120,ALL,AGS,BULK_AGS,GRAINS_BYPGRAINS,GRAINS,GRAINS_WHEAT_SPELT,WHT_BYPWHT,WHT,SWHT_BYPSWHT,SWHTALL,SWHT,SWHT_PROT,SWHT120,SWHT120,SWHT120,SWHT120,SWHT120,SWHT120,SWHT120,SWHT120
FFB Internal,FFB-INTERNAL,false,,ALL#AGS#BULK_AGS#OILSEEDS_BYPOILSEEDS#OILSEEDS#PALM#FFB#FFB-INTERNAL,ALL,AGS,BULK_AGS,OILSEEDS_BYPOILSEEDS,OILSEEDS,PALM,FFB,FFB-INTERNAL,FFB-INTERNAL,FFB-INTERNAL,FFB-INTERNAL,FFB-INTERNAL,FFB-INTERNAL,FFB-INTERNAL,FFB-INTERNAL,FFB-INTERNAL,FFB-INTERNAL,FFB-INTERNAL,FFB-INTERNAL,FFB-INTERNAL
Wheat And Rye,WHT_RYE,true,"[
  ""RYE"",
  ""WHT""
]",ALL#AGS#BULK_AGS#GRAINS_BYPGRAINS#GRAINS#GRAINS_PG#WHT_RYE,ALL,AGS,BULK_AGS,GRAINS_BYPGRAINS,GRAINS,GRAINS_PG,WHT_RYE,WHT_RYE,WHT_RYE,WHT_RYE,WHT_RYE,WHT_RYE,WHT_RYE,WHT_RYE,WHT_RYE,WHT_RYE,WHT_RYE,WHT_RYE,WHT_RYE,WHT_RYE
Peanut,PEANUT,false,,ALL#AGS#BULK_AGS#OILSEEDS_BYPOILSEEDS#OILSEEDS#NUTS#PEANUT,ALL,AGS,BULK_AGS,OILSEEDS_BYPOILSEEDS,OILSEEDS,NUTS,PEANUT,PEANUT,PEANUT,PEANUT,PEANUT,PEANUT,PEANUT,PEANUT,PEANUT,PEANUT,PEANUT,PEANUT,PEANUT,PEANUT
Palm Kernel Fatty Acid Distillate,PKFAD,false,,ALL#AGS#LIQUID_AGS#VEGOILS#FATTYA#PKFAD,ALL,AGS,LIQUID_AGS,VEGOILS,FATTYA,PKFAD,PKFAD,PKFAD,PKFAD,PKFAD,PKFAD,PKFAD,PKFAD,PKFAD,PKFAD,PKFAD,PKFAD,PKFAD,PKFAD,PKFAD
FEED CE,FWCE,false,,ALL#AGS#BULK_AGS#GRAINS_BYPGRAINS#GRAINS#GRAINS_WHEAT_SPELT#WHT_BYPWHT#WHT#CWHT#FWCE,ALL,AGS,BULK_AGS,GRAINS_BYPGRAINS,GRAINS,GRAINS_WHEAT_SPELT,WHT_BYPWHT,WHT,CWHT,FWCE,FWCE,FWCE,FWCE,FWCE,FWCE,FWCE,FWCE,FWCE,FWCE,FWCE
Farmed snakehead fish,SNK_FISH,false,,ALL#AGS#BULK_AGS#ANIM_LIVEST#APROD#FISH#FFISH#SNK_FISH,ALL,AGS,BULK_AGS,ANIM_LIVEST,APROD,FISH,FFISH,SNK_FISH,SNK_FISH,SNK_FISH,SNK_FISH,SNK_FISH,SNK_FISH,SNK_FISH,SNK_FISH,SNK_FISH,SNK_FISH,SNK_FISH,SNK_FISH,SNK_FISH
"Young pigs with a live weight <50kg, excl. piglets",YOUNG-PIGS-U50KG,false,,ALL#AGS#BULK_AGS#LIVESTOCK#FARMS_PIG#YOUNG-PIGS-U50KG,ALL,AGS,BULK_AGS,LIVESTOCK,FARMS_PIG,YOUNG-PIGS-U50KG,YOUNG-PIGS-U50KG,YOUNG-PIGS-U50KG,YOUNG-PIGS-U50KG,YOUNG-PIGS-U50KG,YOUNG-PIGS-U50KG,YOUNG-PIGS-U50KG,YOUNG-PIGS-U50KG,YOUNG-PIGS-U50KG,YOUNG-PIGS-U50KG,YOUNG-PIGS-U50KG,YOUNG-PIGS-U50KG,YOUNG-PIGS-U50KG,YOUNG-PIGS-U50KG,YOUNG-PIGS-U50KG
"Horses, under 1 year",HORSES-U1YR,false,,ALL#AGS#BULK_AGS#LIVESTOCK#LANI#LHOR#HORSES-U1YR,ALL,AGS,BULK_AGS,LIVESTOCK,LANI,LHOR,HORSES-U1YR,HORSES-U1YR,HORSES-U1YR,HORSES-U1YR,HORSES-U1YR,HORSES-U1YR,HORSES-U1YR,HORSES-U1YR,HORSES-U1YR,HORSES-U1YR,HORSES-U1YR,HORSES-U1YR,HORSES-U1YR,HORSES-U1YR
Blends for Dairy Cows ,BLENDS_DAIRY_COWS,false,,ALL#AGS#BULK_AGS#LIVESTOCK#COMP_FEED#BLENDS_DAIRY_COWS,ALL,AGS,BULK_AGS,LIVESTOCK,COMP_FEED,BLENDS_DAIRY_COWS,BLENDS_DAIRY_COWS,BLENDS_DAIRY_COWS,BLENDS_DAIRY_COWS,BLENDS_DAIRY_COWS,BLENDS_DAIRY_COWS,BLENDS_DAIRY_COWS,BLENDS_DAIRY_COWS,BLENDS_DAIRY_COWS,BLENDS_DAIRY_COWS,BLENDS_DAIRY_COWS,BLENDS_DAIRY_COWS,BLENDS_DAIRY_COWS,BLENDS_DAIRY_COWS,BLENDS_DAIRY_COWS
Soft Wheat 9.5% Protein Min,SWHT95Min,false,,ALL#AGS#BULK_AGS#GRAINS_BYPGRAINS#GRAINS#GRAINS_WHEAT_SPELT#WHT_BYPWHT#WHT#SWHT_BYPSWHT#SWHTALL#SWHT#SWHT_PROT#SWHT95#SWHT95Min,ALL,AGS,BULK_AGS,GRAINS_BYPGRAINS,GRAINS,GRAINS_WHEAT_SPELT,WHT_BYPWHT,WHT,SWHT_BYPSWHT,SWHTALL,SWHT,SWHT_PROT,SWHT95,SWHT95Min,SWHT95Min,SWHT95Min,SWHT95Min,SWHT95Min,SWHT95Min,SWHT95Min
Soybean Oil Olein,SOLEIN,false,,ALL#AGS#LIQUID_AGS#VEGOILS#SBO#SOLEIN,ALL,AGS,LIQUID_AGS,VEGOILS,SBO,SOLEIN,SOLEIN,SOLEIN,SOLEIN,SOLEIN,SOLEIN,SOLEIN,SOLEIN,SOLEIN,SOLEIN,SOLEIN,SOLEIN,SOLEIN,SOLEIN,SOLEIN
Sows of pigs,SOWS-PIG,false,,ALL#AGS#BULK_AGS#LIVESTOCK#HOGS#SOWS-PIG,ALL,AGS,BULK_AGS,LIVESTOCK,HOGS,SOWS-PIG,SOWS-PIG,SOWS-PIG,SOWS-PIG,SOWS-PIG,SOWS-PIG,SOWS-PIG,SOWS-PIG,SOWS-PIG,SOWS-PIG,SOWS-PIG,SOWS-PIG,SOWS-PIG,SOWS-PIG,SOWS-PIG
Live Turkey,TURKEYS-LV,false,,ALL#AGS#BULK_AGS#LIVESTOCK#LANI#LCHK#TURKEYS-LV,ALL,AGS,BULK_AGS,LIVESTOCK,LANI,LCHK,TURKEYS-LV,TURKEYS-LV,TURKEYS-LV,TURKEYS-LV,TURKEYS-LV,TURKEYS-LV,TURKEYS-LV,TURKEYS-LV,TURKEYS-LV,TURKEYS-LV,TURKEYS-LV,TURKEYS-LV,TURKEYS-LV,TURKEYS-LV
Motor Gasoline Blending Components,MGBC,false,,ALL#FUELS#FOSS_FUEL#CRUDE_AND_PETROLEUM_PRODUCTS#MGBC,ALL,FUELS,FOSS_FUEL,CRUDE_AND_PETROLEUM_PRODUCTS,MGBC,MGBC,MGBC,MGBC,MGBC,MGBC,MGBC,MGBC,MGBC,MGBC,MGBC,MGBC,MGBC,MGBC,MGBC,MGBC
Ilmenite sand ,LLMENITE_SAND,false,,ALL#AGS#BULK_AGS#LIVESTOCK#COMP_FEED#MINERALS#LLMENITE_SAND,ALL,AGS,BULK_AGS,LIVESTOCK,COMP_FEED,MINERALS,LLMENITE_SAND,LLMENITE_SAND,LLMENITE_SAND,LLMENITE_SAND,LLMENITE_SAND,LLMENITE_SAND,LLMENITE_SAND,LLMENITE_SAND,LLMENITE_SAND,LLMENITE_SAND,LLMENITE_SAND,LLMENITE_SAND,LLMENITE_SAND,LLMENITE_SAND
Striped Tuna (> 8kg/fish),STUNA,false,,ALL#AGS#BULK_AGS#ANIM_LIVEST#APROD#FISH#FFISH#TUNNA#STUNA,ALL,AGS,BULK_AGS,ANIM_LIVEST,APROD,FISH,FFISH,TUNNA,STUNA,STUNA,STUNA,STUNA,STUNA,STUNA,STUNA,STUNA,STUNA,STUNA,STUNA,STUNA
Irrigated Rice in Husk,IRH_RICE,false,,ALL#AGS#BULK_AGS#GRAINS_BYPGRAINS#GRAINS#RICE_BYPRICE#RICE#IRR_RICE#IRH_RICE,ALL,AGS,BULK_AGS,GRAINS_BYPGRAINS,GRAINS,RICE_BYPRICE,RICE,IRR_RICE,IRH_RICE,IRH_RICE,IRH_RICE,IRH_RICE,IRH_RICE,IRH_RICE,IRH_RICE,IRH_RICE,IRH_RICE,IRH_RICE,IRH_RICE,IRH_RICE
Kerosene,FUEL_KERO,false,,ALL#FUELS#FOSS_FUEL#CRUDE_AND_PETROLEUM_PRODUCTS#FUEL_KERO,ALL,FUELS,FOSS_FUEL,CRUDE_AND_PETROLEUM_PRODUCTS,FUEL_KERO,FUEL_KERO,FUEL_KERO,FUEL_KERO,FUEL_KERO,FUEL_KERO,FUEL_KERO,FUEL_KERO,FUEL_KERO,FUEL_KERO,FUEL_KERO,FUEL_KERO,FUEL_KERO,FUEL_KERO,FUEL_KERO,FUEL_KERO
Grass Carp,GRCARP,false,,ALL#AGS#BULK_AGS#ANIM_LIVEST#APROD#FISH#CARP#GRCARP,ALL,AGS,BULK_AGS,ANIM_LIVEST,APROD,FISH,CARP,GRCARP,GRCARP,GRCARP,GRCARP,GRCARP,GRCARP,GRCARP,GRCARP,GRCARP,GRCARP,GRCARP,GRCARP,GRCARP
NPSB,NPSB,false,,ALL#AGS#FERT#FERTDMX#FERT_NP_NPK#FERT_NP#NPSB,ALL,AGS,FERT,FERTDMX,FERT_NP_NPK,FERT_NP,NPSB,NPSB,NPSB,NPSB,NPSB,NPSB,NPSB,NPSB,NPSB,NPSB,NPSB,NPSB,NPSB,NPSB
Red small onion from Thailand,REDTHAIONION,false,,ALL#AGS#ONION#REDONION#REDTHAIONION,ALL,AGS,ONION,REDONION,REDTHAIONION,REDTHAIONION,REDTHAIONION,REDTHAIONION,REDTHAIONION,REDTHAIONION,REDTHAIONION,REDTHAIONION,REDTHAIONION,REDTHAIONION,REDTHAIONION,REDTHAIONION,REDTHAIONION,REDTHAIONION,REDTHAIONION,REDTHAIONION
Spring Soft Wheat,SPRING_SWHT,false,,ALL#AGS#BULK_AGS#GRAINS_BYPGRAINS#GRAINS#GRAINS_WHEAT_SPELT#WHT_BYPWHT#WHT#SWHT_BYPSWHT#SWHTALL#SWHT#SPRING_SWHT,ALL,AGS,BULK_AGS,GRAINS_BYPGRAINS,GRAINS,GRAINS_WHEAT_SPELT,WHT_BYPWHT,WHT,SWHT_BYPSWHT,SWHTALL,SWHT,SPRING_SWHT,SPRING_SWHT,SPRING_SWHT,SPRING_SWHT,SPRING_SWHT,SPRING_SWHT,SPRING_SWHT,SPRING_SWHT,SPRING_SWHT
Goat in Feedlot farm,GOATFEED,false,,GOATFEED,GOATFEED,GOATFEED,GOATFEED,GOATFEED,GOATFEED,GOATFEED,GOATFEED,GOATFEED,GOATFEED,GOATFEED,GOATFEED,GOATFEED,GOATFEED,GOATFEED,GOATFEED,GOATFEED,GOATFEED,GOATFEED,GOATFEED,GOATFEED
Chilled white shrimp (60 - 70 heads/kg),CWS60-70,false,,ALL#AGS#BULK_AGS#ANIM_LIVEST#APROD#FISH#CWS#CWS60-70,ALL,AGS,BULK_AGS,ANIM_LIVEST,APROD,FISH,CWS,CWS60-70,CWS60-70,CWS60-70,CWS60-70,CWS60-70,CWS60-70,CWS60-70,CWS60-70,CWS60-70,CWS60-70,CWS60-70,CWS60-70,CWS60-70
Lactose,LACTZ,false,,ALL#AGS#BULK_AGS#ANIM_LIVEST#APROD#DAIRY#LACTZ,ALL,AGS,BULK_AGS,ANIM_LIVEST,APROD,DAIRY,LACTZ,LACTZ,LACTZ,LACTZ,LACTZ,LACTZ,LACTZ,LACTZ,LACTZ,LACTZ,LACTZ,LACTZ,LACTZ,LACTZ
"Cattle, 1 to under 2 years, female, for slaughter",CATTLE-1-2-YR-F,false,,ALL#AGS#BULK_AGS#LIVESTOCK#Cattle_LV#CATTLE-1-2-YR-F,ALL,AGS,BULK_AGS,LIVESTOCK,Cattle_LV,CATTLE-1-2-YR-F,CATTLE-1-2-YR-F,CATTLE-1-2-YR-F,CATTLE-1-2-YR-F,CATTLE-1-2-YR-F,CATTLE-1-2-YR-F,CATTLE-1-2-YR-F,CATTLE-1-2-YR-F,CATTLE-1-2-YR-F,CATTLE-1-2-YR-F,CATTLE-1-2-YR-F,CATTLE-1-2-YR-F,CATTLE-1-2-YR-F,CATTLE-1-2-YR-F,CATTLE-1-2-YR-F
Animal and Livestock,ANIM_LIVEST,false,,ALL#AGS#BULK_AGS#ANIM_LIVEST,ALL,AGS,BULK_AGS,ANIM_LIVEST,ANIM_LIVEST,ANIM_LIVEST,ANIM_LIVEST,ANIM_LIVEST,ANIM_LIVEST,ANIM_LIVEST,ANIM_LIVEST,ANIM_LIVEST,ANIM_LIVEST,ANIM_LIVEST,ANIM_LIVEST,ANIM_LIVEST,ANIM_LIVEST,ANIM_LIVEST,ANIM_LIVEST,ANIM_LIVEST
Tiger grouper 7Kg/fish,TIGERGROUPER,false,,ALL#AGS#BULK_AGS#ANIM_LIVEST#APROD#FISH#FFISH#GRP#TIGERGROUPER,ALL,AGS,BULK_AGS,ANIM_LIVEST,APROD,FISH,FFISH,GRP,TIGERGROUPER,TIGERGROUPER,TIGERGROUPER,TIGERGROUPER,TIGERGROUPER,TIGERGROUPER,TIGERGROUPER,TIGERGROUPER,TIGERGROUPER,TIGERGROUPER,TIGERGROUPER,TIGERGROUPER
Pinto Beans,PINTO_B,false,,ALL#AGS#BULK_AGS#PULSE_PROT_PROD_GRAINS#PULSES#PINTO_B,ALL,AGS,BULK_AGS,PULSE_PROT_PROD_GRAINS,PULSES,PINTO_B,PINTO_B,PINTO_B,PINTO_B,PINTO_B,PINTO_B,PINTO_B,PINTO_B,PINTO_B,PINTO_B,PINTO_B,PINTO_B,PINTO_B,PINTO_B,PINTO_B
